CORPORATE_IDENTIFICATION_NUMBER,Company_Name,Company_status,Company_class,Company_Category,Company_sub_category,DATE_OF_REGISTRATION,REGISTERED_STATE,AUTHORIZED_CAP,PAIDUP_CAPITAL,Industrial_Class,PRINCIPAL_BUSINESS_ACTIVITY_AS_PER_CIN,Registered_Office_Address,REGISTRAR_OF_COMPANIES,EMAIL_ADDR,Latest_Year_AR,Latest_Year_BS,,,
U37100MN2018PTC013669,KAYSAM WORLDWIDE PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,21-05-18,Manipur,100000,100000,37100,Manufacture :Recycling,"26 KWAI, NAGAMAPAL PAONAM LEIRAKNAGAMAPAL ROAD, NAGAMAPAL IMPHAL , West Imphal Unclassified MN 795001",RoC-Shillong,SIDARTHKEISHAM@GMAIL.COM,NA,NA,,,
U37200MN2015PTC008443,ANDRO WASTE RECYCLING PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,05-10-15,Manipur,1000000,1000000,37200,Manufacture :Recycling,"ANDRO MACHENGPAT YAIRIPOK, IMPHAL , East Imphal Unclassified MN 795149",RoC-Shillong,csdivanshu@outlook.com,NA,NA,,,
U40101MN2009GOI008249,LOKTAK DOWNSTREAM HYDROELECTRICCORPORATION LIMITED,Active,Public,Company limited by Shares,Union Govt company,23-10-09,Manipur,2300000000,1320023090,40101,"Electricity, gas, steam and hot water supply","LOKTAK POWER STATION, NHPC LIMITED P. O. LOKTAK KOM KEIRAP , Unclassified MN 795114",RoC-Shillong,ldhcl2011@gmail.com,31-03-20,31-03-20,,,
U40101MN2013SGC008343,MANIPUR STATE POWER DISTRIBUTION COMPANY LIMITED,Active,Public,Company limited by Shares,State Govt company,15-07-13,Manipur,150000000,100500000,40101,"Electricity, gas, steam and hot water supply","3rd Floor, New Directorate Building Near 2nd MR Gate, Imphal Dimapur Road Imphal , West Imphal Unclassified MN 795001",RoC-Shillong,cs.birdas@mspdcl.com,31-03-15,31-03-15,,,
U40101MN2013SGC008344,MANIPUR STATE POWER COMPANY LIMITED,Active,Public,Company limited by Shares,State Govt company,15-07-13,Manipur,150000000,100500000,40101,"Electricity, gas, steam and hot water supply","Electricity Complex, Patta No. 1293 under 87(2) Khwai Bazar, Keishampat Imphal , West Imphal Unclassified MN 795001",RoC-Shillong,cs.mspcl@gmail.com,31-03-15,31-03-14,,,
U40101MN2020PTC014122,ERIC HYDRO SOLUTION PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,01-08-20,Manipur,100000,100000,40101,"Electricity, gas, steam and hot water supply","33/8, Heirok Shikhong, Khunou Thoubal , Thoubal Unclassified MN 795149",RoC-Shillong,irabantalisham@gmail.com,NA,NA,,,
U40106MN2015PTC008412,SALAI ENERGY SOLUTIONS PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,20-02-15,Manipur,50000000,6220000,40106,"Electricity, gas, steam and hot water supply","SAGOLBAND, TERA LOUKRAKPAM LEIKAI IMPHAL , West Imphal Unclassified MN 795001",RoC-Shillong,salaienergy@smartmanipur.com,31-03-18,31-03-18,,,
U40106MN2019PTC013859,KOIRENG AND SONS POWER PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,30-04-19,Manipur,300000,300000,40106,"Electricity, gas, steam and hot water supply","12296, 23 - B - 24 / 11, Haobam Marak, Ngangom, Leikai IMPHAL WEST , West Imphal Unclassified MN 795001",RoC-Shillong,pnksingh70@gmail.com,31-03-20,31-03-20,,,
U40106MN2019PTC013961,SNL ENERGY SOLUTIONS PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,11-10-19,Manipur,1000000,100000,40106,"Electricity, gas, steam and hot water supply","C/O-SINGAM RANIBALA DEVI WANGKHEM KONJIN,THOUBAL YAIRIPOK THOUBAL , Thoubal Unclassified MN 795138",RoC-Shillong,msethmeitei21@gmail.com,31-03-20,31-03-20,,,
U40106MN2019PTC013974,MALEM - A SUSTAINABLE ENTERPRISE PRIVATELIMITED,Active,Private,Company limited by Shares,Non-govt company,08-11-19,Manipur,1000000,100000,40106,"Electricity, gas, steam and hot water supply","C/o MD JAMERUDDIN YAIRIPOK NINGTHOUNAI YAMBEM A, TEHSIL - TULIHAL YAMBEM, YAIRIPOK , East Imphal Unclassified MN 795149",RoC-Shillong,IQBALMK80@GMAIL.COM,NA,NA,,,
U40106MN2020PTC014101,KANGLA GAS SOLUTIONS PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,06-07-20,Manipur,11500000,300000,40106,"Electricity, gas, steam and hot water supply","MR. TH. BUDHI SINGH, IED-II, 30-B-74/2 MALOM TULIYAIMA, MAKHA LEIKAI IMPHAL , West Imphal Unclassified MN 795140",RoC-Shillong,ougricpl@ougriconsultants.com,NA,NA,,,
U40106MN2020PTC014146,REFSAPE PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,10-09-20,Manipur,1000000,300000,40106,"Electricity, gas, steam and hot water supply","H/No 23 Khurai Thangjam, Leikai Lamlong Manipur , East Imphal Unclassified MN 795010",RoC-Shillong,pcsvaibhavgarg@gmail.com,NA,NA,,,
U40108MN2013PTC008323,MANGAAL SUSTAINABLE SOLUTIONS PRIVATELIMITED,Active,Private,Company limited by Shares,Non-govt company,22-01-13,Manipur,500000,300000,40108,"Electricity, gas, steam and hot water supply","Uripok Sorbon Thingel, Opp Pukhri Achouba Imphal , West Imphal Unclassified MN 795001",RoC-Shillong,devakishor@gmail.com,31-03-20,31-03-20,,,
U40108MN2015PTC008401,MANGANG POWER DYNAMICS PRIVATE LIMITED,Strike Off,Private,Company limited by Shares,Non-govt company,07-01-15,Manipur,1000000,1000000,40108,"Electricity, gas, steam and hot water supply","MINUTHONG, HOUSE NO. 22 KOBO LEIKAI, IMPHAL EAST DISTRICT IMPHAL , East Imphal Unclassified MN 795001",RoC-Shillong,mangangpower@gmail.com,NA,NA,,,
U40108MN2015PTC008419,MANGALGI TUNG INBA RENEWABLE ENERGYGENERATION PRIVATE LIMITED,Under Process of Striking off,Private,Company limited by Shares,Non-govt company,09-04-15,Manipur,1000000,500000,40108,"Electricity, gas, steam and hot water supply","C/o Salam Tomal Meitei, Kakching Wairi Sabal Leikai, Bamon Pareng Kakching , Thoubal Unclassified MN 795103",RoC-Shillong,hempad@rediffmail.com,31-03-16,31-03-16,,,
U41000MN2015PTC008444,ERAMDAMGI LEICHIL AQUAPROJECTS PRIVATELIMITED,Active,Private,Company limited by Shares,Non-govt company,06-10-15,Manipur,1000000,100000,41000,"Electricity, gas, steam and hot water supply","DEWLAHLAND POROMPAT SUB DIVISION IMPHAL EAST , Unclassified MN 795005",RoC-Shillong,NA,31-03-20,31-03-20,,,
U41000MN2017PTC013549,BSION PRO PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,19-07-17,Manipur,1000000,1000000,41000,"Electricity, gas, steam and hot water supply","SINGJAMEI CHINGAMAKHA LIWA ROAD NINGTHOUJAM LEIKAI IMPHAL WEST , West Imphal Unclassified MN 795008",RoC-Shillong,bisonpropvtltd@gmail.com,31-03-20,31-03-20,,,
U41000MN2018PTC013706,VIORAYYS VENTURE PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,11-07-18,Manipur,1000000,1000000,41000,"Electricity, gas, steam and hot water supply","C/O. MAIBAM MADHABI DEVI, IED-II E3-242-KL-242, M.M. MANSION, NEAR DC OFF NAOREMTHONG KHULEM LEIKAI , West Imphal Unclassified MN 795001",RoC-Shillong,viorayys@yahoo.com,NA,NA,,,
U45101MN2017PTC013577,SINSHANG ENGINEERING CONSULTANCYSERVICES PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,18-09-17,Manipur,10000000,4000000,45101,Construction,"HOUSE NO. IM-1042 BLDG. GROUND FLOOR, M. G. AVENUE IMPHAL , West Imphal Unclassified MN 795001",RoC-Shillong,leninmanipur@gmail.com,31-03-20,31-03-20,,,
U45200MN2015PTC008438,INTERCONSTRUCTION MANAGEMENT DESIGN &BUILD PRIVATE LIMITED,Strike Off,Private,Company limited by Shares,Non-govt company,31-07-15,Manipur,1000000,1000000,45200,Construction,"HOUSE NO-9, ELECTORAL WARD NO-14 MOIRANGKHOM YAISKUL CHINGAKHAM IMPHAL , East Imphal Unclassified MN 795001",RoC-Shillong,bedhajit2@yahoo.co.in,NA,NA,,,
U45200MN2017PTC013576,MRD CONCORD PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,06-09-17,Manipur,2500000,100000,45200,Construction,"Lalambung Makhong, Takhellambam Leikai, Lamphelpat Sub Division, Imphal , West Imphal Unclassified MN 795004",RoC-Shillong,oinamromesh93@gmail.com,31-03-20,31-03-20,,,
U45200MN2019PTC013788,MARJING CONSTRUCTION PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,02-01-19,Manipur,1000000,200000,45200,Construction,"HOUSE NO. 130, C/O KHUNDRAKPAM LEISHEMBA MEITEI, VILLAGE NO. 95 TAOTHONG, KHUNOU, IMPHAL WEST , West Imphal Unclassified MN 795146",RoC-Shillong,amitpareek99@yahoo.com,NA,NA,,,
U45200MN2019PTC013988,LRS INFRASTRUCTURE PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,06-12-19,Manipur,5000000,3000000,45200,Construction,"IED-II, 25-A-8/7 (NC), CHANGANGEI, OPP. AIRPORT, WEST IMPHAL , West Imphal Unclassified MN 795001",RoC-Shillong,rolsphy@gmail.com,NA,NA,,,
U45200MN2020PTC014102,JAMES KHALING CONSTRUCTION PRIVATELIMITED,Active,Private,Company limited by Shares,Non-govt company,08-07-20,Manipur,1500000,100000,45200,Construction,"MAJORKHUL GATE, M. G. AVENUE, IMPHAL , West Imphal Unclassified MN 795001",RoC-Shillong,entpsidata@gmail.com,NA,NA,,,
U45200MN2021PTC014268,RS KANGLEI CONSTRUCTION & CONSULTANTPRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,10-03-21,Manipur,100000,100000,45200,Construction,"17331, 2-N-28/21, NEW CHECHOW, CSD-II IMPHAL IMPHAL , East Imphal Unclassified MN 795004",RoC-Shillong,CLIENT@LEGALRAASTA.COM,NA,NA,,,
U45201MN1997PTC005266,MANIPUR CONSTRUCTION AND DEVELOPMENT PVT LTD,Strike Off,Private,Company limited by Shares,Non-govt company,04-12-97,Manipur,500000,57000,45201,Construction,"GOVERNOR ROAD, I IMPHAL MANIPUR , Unclassified MN 795001",RoC-Shillong,NA,NA,NA,,,
U45201MN2007PTC008238,R.K.FORTUNE DEVELOPERS PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,21-07-07,Manipur,30000000,20000000,45201,Construction,"Changangei Awang Leikai Imphal , Unclassified MN 795001",RoC-Shillong,rkfdpl@yahoo.com,31-03-19,31-03-19,,,
U45201MN2008PTC008240,BIKUND INFRA PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,09-06-08,Manipur,40000000,5400000,45201,Construction,"LEIREN MANSION OPP. LAMPHEL SUPER MARKET IMPHAL , Unclassified MN 795001",RoC-Shillong,dkbc_imp@rediffmail.com,31-03-16,31-03-16,,,
U45201MN2010PTC008254,LTS CONSTRUCTION AND PROJECTS PRIVATELIMITED,Active,Private,Company limited by Shares,Non-govt company,19-02-10,Manipur,1000000,100000,45201,Construction,"KYAMGEI PAL AHANBI IMPHAL , East Imphal Unclassified MN 795003",RoC-Shillong,ranadhirpal@gmail.com,NA,NA,,,
U45201MN2010PTC008259,ADT CONSTRUCTION PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,03-06-10,Manipur,10000000,450000,45201,Construction,"C/O MRS. ROHINI GOLMEIS BUILDING, KAKULONG, PAONA BAZAR, IMPHAL WEST IMPHAL , West Imphal Unclassified MN 795001",RoC-Shillong,d_dasassociates2010@yahoo.com,NA,NA,,,
U45201MN2010PTC008266,HILLS AND PLAIN CONSTRUCTION PRIVATELIMITED,Active,Private,Company limited by Shares,Non-govt company,23-07-10,Manipur,1000000,200000,45201,Construction,"CHINGA MAKHA LIWA ROAD, BOKUL MAKHONG P.O. SINGJAMEI IMPHAL , West Imphal Unclassified MN 795008",RoC-Shillong,hillsplainconstpvtltd@gmail.com,NA,NA,,,
U45201MN2010PTC008271,RHV CONSTRUCTION PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,23-11-10,Manipur,5000000,290000,45201,Construction,"G G SHOPPING COMPLEX GOVERNOR ROAD, PAONA BAZAR IMPHAL , Unclassified MN 795001",RoC-Shillong,rhvconstructionpvtltd@gmail.com,31-03-20,31-03-20,,,
U45201MN2011PTC008273,UNIFIED BUILDTECH COMPANY PRIVATELIMITED,Active,Private,Company limited by Shares,Non-govt company,28-01-11,Manipur,500000,400000,45201,Construction,"KAKWA MAKHA NAMEIRAKPAM LEIKAI SINGJAMEI IMPHAL , East Imphal Unclassified MN 795008",RoC-Shillong,eminem.19@ibibo.com,NA,NA,,,
U45201MN2011PTC008280,KATHEY REALTORS PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,27-05-11,Manipur,500000,100000,45201,Construction,"Wangkhei Ningthem Pukhri Mapal, Imphal East Manipur , Unclassified MN 795001",RoC-Shillong,lanjingba@gmail.com,31-03-18,31-03-18,,,
U45201MN2011PTC008282,KHUMAN CONSTRUCTIONS PRIVATE LIMITED,Strike Off,Private,Company limited by Shares,Non-govt company,17-06-11,Manipur,5000000,1000000,45201,Construction,"64, RIMS ROAD PO/PS LAMPHELPAT IMPHAL , Unclassified MN 795004",RoC-Shillong,navinkalaca@yahoo.com,31-03-13,31-03-13,,,
U45201MN2011PTC008293,TECHBUILDER CONSTRUCTIONS PRIVATELIMITED,Active,Private,Company limited by Shares,Non-govt company,28-11-11,Manipur,500000,500000,45201,Construction,"SANGAIPROU MANING FCI MAKHA LEIKAI IMPHAL WEST , West Imphal Unclassified MN 795001",RoC-Shillong,maisnam_ranjit@yahoo.com,NA,NA,,,
U45201MN2011PTC008294,QUALIKRIT INTFRATECH PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,02-12-11,Manipur,500000,200000,45201,Construction,"KEISHAMTHONG MOIRANGNINGTHOU LEIRAK IMPHAL , West Imphal Unclassified MN 795001",RoC-Shillong,ynishanthbabu@gmail.com,NA,NA,,,
U45201MN2012PTC008306,SUBHLIFE CONSTRUCTION PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,13-06-12,Manipur,10000000,8700000,45201,Construction,"KHONGMAN ZONE III (WEST) IMPHAL , Unclassified MN 795001",RoC-Shillong,subhlifeconstr@gmail.com,31-03-20,31-03-20,,,
U45201MN2013PTC008330,EREIPAK ENTERPRISES PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,18-03-13,Manipur,500000,150000,45201,Construction,"KABO LEIKAI, KEKRUPAT NORTH AOC IMPHAL WEST , West Imphal Unclassified MN 795001",RoC-Shillong,ereipake@gmail.com,31-03-20,31-03-20,,,
U45201MN2014PTC008377,OUGRI INFRASTRUCTURE PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,06-06-14,Manipur,500000,500000,45201,Construction,"ALU-GALI, THANGAL BAZAR PLOT NO.209/791, V/NO.87(A) IMPHAL , West Imphal Unclassified MN 795001",RoC-Shillong,ak57singh@gmail.com,31-03-17,31-03-17,,,
U45201MN2014PTC008395,MEITEI CONSTRUCTION (INDIA) PRIVATELIMITED,Strike Off,Private,Company limited by Shares,Non-govt company,19-12-14,Manipur,5000000,1000000,45201,Construction,"Khumbong Makha Leikai P.O. Langjing Patsoi Imphal , West Imphal Unclassified MN 795113",RoC-Shillong,moiran25@gmail.com,NA,NA,,,
U45201MN2015PTC008405,QUBIK INFRA PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,08-01-15,Manipur,25000000,25000000,45201,Construction,"MTC BUILDING OPPOSITE UCO BANK THANGAL BAZAAR IMPHAL , West Imphal Unclassified MN 795001",RoC-Shillong,patni.nikhil90@gmail.com,31-03-20,31-03-20,,,
U45201MN2015PTC008428,EASTERN ENTREPRENEURS PRIVATE LIMITED,Strike Off,Private,Company limited by Shares,Non-govt company,21-05-15,Manipur,1000000,200000,45201,Construction,"HUIREM LEIKAI, STANDARD COLLEGE RO KONGBA, PO-IMPHAL IMPHAL , Unclassified MN 795001",RoC-Shillong,NA,NA,NA,,,
U45201MN2015PTC008435,MEETEI CONSTRUCTION PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,08-07-15,Manipur,20000000,5100000,45201,Construction,"Thawanthaba Leikai, Ayabgpali Road Imphal East Porompat , East Imphal Unclassified MN 795010",RoC-Shillong,ashok@meeteicpl.com,31-03-20,31-03-20,,,
U45201MN2016PTC013494,LYS CONSTRUCTION PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,05-10-16,Manipur,4000000,100000,45201,Construction,"C/o LAISHRAM YAIMA SINGH KWAKEITHEL MAKHA, THOKCHOM LEIKAI Imphal , West Imphal Unclassified MN 795001",RoC-Shillong,leninmanipur@gmail.com,31-03-19,31-03-19,,,
U45201MN2018PTC013708,KEISHAM ENTERPRISES PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,13-07-18,Manipur,10000000,1000000,45201,Construction,"Yairipok Bishnunaha PO/PS Yairipok YAIRIPOK , Thoubal Unclassified MN 795149",RoC-Shillong,pcsvaibhavgarg@gmail.com,31-03-19,NA,,,
U45201MN2018PTC013769,RAINBOWLINES ENTERPRISES PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,14-11-18,Manipur,1000000,300000,45201,Construction,"149/7-HTA HAFIZ HATTA (Landmark:near war cemetery) IMPHAL East Imphal MN 795001 IMPHAL , East Imphal Unclassified MN 795001",RoC-Shillong,abdulium@gmail.com,31-03-20,31-03-20,,,
U45201MN2019PTC013787,CHIDORI INFRACOM PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,01-01-19,Manipur,1000000,500000,45201,Construction,"C/O RAJANI DEVI 26/3 BABUPARA IMPHAL , West Imphal Unclassified MN 795001",RoC-Shillong,chidoriinfracom@gmail.com,31-03-20,31-03-20,,,
U45201MN2019PTC013817,YAILEN GLOBAL ENTERPRISES PRIVATELIMITED,Active,Private,Company limited by Shares,Non-govt company,12-02-19,Manipur,1000000,100000,45201,Construction,"H/o Oinam Oken Singh Kwakeithel Soibam Leikai Imphal , West Imphal Unclassified MN 795001",RoC-Shillong,nameirakpam24@gmail.com,31-03-20,31-03-20,,,
U45201MN2020OPC014123,RK ROSE CONSTRUCTION DESIGN ANDDEVELOPERS (OPC) PRIVATE LIMITED,Active,Private(One Person Company),Company limited by Shares,Non-govt company,01-08-20,Manipur,1000000,100000,45201,Construction,"C/O. S. inaoba SINGH IED-IV 111-6RS, KHURAI CHINGANGBAM LEIKAI IMPHAL , East Imphal Unclassified MN 795005",RoC-Shillong,CSPUINACHANDRA@GMAIL.COM,NA,NA,,,
U45201MN2020PTC014077,NKF INFRA PROJECT PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,07-05-20,Manipur,1000000,30000,45201,Construction,"13328 RAGAILONG STADIUM ROAD 2MH - 138 IMPHAL , West Imphal Unclassified MN 795001",RoC-Shillong,adaiphaomei123@gmail.com,NA,NA,,,
U45201MN2020PTC014100,SUID & JOJO PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,06-07-20,Manipur,200000,100000,45201,Construction,"C/o Thokchom Irabanta Singh Meitram Makha Leikai, P.O Tulihal Imphal , West Imphal Unclassified MN 795140",RoC-Shillong,Filingbazaarroc@gmail.com,NA,NA,,,
U45201MN2020PTC014141,EXO IMPERIUM PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,01-09-20,Manipur,100000,100000,45201,Construction,"SINGH LONGJAM RAGHUMANI, C/O LONGJAM NELSON SINGH,URIPOK POLEM LEIKAI IMPHAL , West Imphal Unclassified MN 795004",RoC-Shillong,exoimper@gmail.com,NA,NA,,,
U45201MN2021PTC014227,FINESSKI INFRA PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,06-01-21,Manipur,500000,200000,45201,Construction,"C/O KONGBRAILATPAM RADHA, PAONA BAZAR, GOVERNO ROAD, NEAR HDFC IMPHAL , West Imphal Unclassified MN 795001",RoC-Shillong,finesski@gmail.com,NA,NA,,,
U45201MN2021PTC014234,LBSS INFRA PROJECTS PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,18-01-21,Manipur,500000,100000,45201,Construction,"I ED-III 8 - EB -8/1 Brahmapur Bhagabati Leikai Imphal Imphal , West Imphal Unclassified MN 795001",RoC-Shillong,cs@setindiabiz.com,NA,NA,,,
U45201MN2021PTC014264,CHENGLUK PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,08-03-21,Manipur,1500000,100000,45201,Construction,"SAGOLBAND SADOKPAM LEIKAI IMPHAL WEST IMPHAL , West Imphal Unclassified MN 795001",RoC-Shillong,chenglukpvtltd@gmail.com,NA,NA,,,
U45202MN1999PTC005810,MANIPUR HOUSING FINANCE COMPANY PRIVATELIMITED,Strike Off,Private,Company limited by Shares,Non-govt company,06-07-99,Manipur,2500000,2500000,45202,Construction,"KANYATHONG ROAD IMPHAL, , Unclassified MN 795001",RoC-Shillong,NA,NA,NA,,,
U45202MN2009PTC008248,SALAI CONSTRUCTION PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,21-07-09,Manipur,68000000,67555000,45202,Construction,"SAGOLBAND TERA LOUKRAKPAM LEIKAI IMPHAL , West Imphal Unclassified MN 795001",RoC-Shillong,construction@smartmanipur.com,31-03-19,31-03-19,,,
U45202MN2011PTC008279,RADHEY CONSTRUCTIONS & SUPPLY PRIVATELIMITED,Active,Private,Company limited by Shares,Non-govt company,09-05-11,Manipur,500000,100000,45202,Construction,"C/O E. SOMORENDRO SINGH SAGOLBAND MANTRI LEIKAI IMPHAL , Ukhrul Unclassified MN 795001",RoC-Shillong,eminem.19@ibibo.com,NA,NA,,,
U45202MN2011PTC008283,DT CONSTRUCTIONS & PROJECTS PRIVATELIMITED,Active,Private,Company limited by Shares,Non-govt company,30-06-11,Manipur,10000000,1000000,45202,Construction,"C/O MRS. ROHINI GOLMEIS BUILDING, KAKULONG, PAONA BAZAR, IMPHAL WEST IMPHAL , West Imphal Unclassified MN 795001",RoC-Shillong,d_dasassociates@yahoo.co.in,NA,NA,,,
U45202MN2011PTC008284,LAISHRAM CONSTRUCTIONS PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,08-08-11,Manipur,500000,300000,45202,Construction,"PAONA BAZAR, NEAR USHA CINEMA HALL IMPHAL , West Imphal Unclassified MN 795001",RoC-Shillong,pravin.cs@rediffmail.com,NA,NA,,,
U45202MN2011PTC008288,KCHAND INFRASTRUCTURE PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,26-09-11,Manipur,500000,500000,45202,Construction,"SAGOLBAN MEINO LEIRAK IMPHAL WEST IMPHAL , West Imphal Unclassified MN 795001",RoC-Shillong,lal_maisanam@yahoo.com,NA,NA,,,
U45202MN2014PTC008387,AAKIFAH INFRASTRUCTURES PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,09-09-14,Manipur,10000000,2249000,45202,Construction,"CHINGMEIRONG TANGKHUL AVENUE P.O.- LAMLONG, P.S.- LAMPHEL IMPHAL , East Imphal Unclassified MN 795010",RoC-Shillong,aakifahipl@gmail.com,31-03-19,31-03-19,,,
